word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.0840941677628693,0.07057344532880083,0.07971042810432462,0.07522099166558228,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.1283849250511572,0.0723331003693407,0.12845174260726383,0.08185652754237209,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.26837876724010395,0.16600435239919697,0.26764494753379126,0.17212048527941654,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.1527087384098119,0.1227595287312526,0.22460201972699925,0.12772911017367908,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.09230654686000318,0.01361001168307738,0.06329572667806152,0.010958129316994972,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.0709415808866314,0.09819766474360389,0.09645516878200674,0.08412311460782426,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.35569899487256185,0.11709701888811956,0.35569899487256185,0.12023019596378302,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.1514146751044781,0.022645028618126437,0.12699952735226985,0.02740170289328955,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.141502091373079,0.11195873282710304,0.2733355076585195,0.06685612188402704,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.05167877877436298,0.03341268998213272,0.12905598284828,0.03334772522874097,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.1991921508251019,0.09332213051899411,0.2148465313752823,0.16657243745190972,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.41870783582160137,0.09250262465753283,0.41870783582160137,0.13809226921861656,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.07849378084645543,0.01893774120020555,0.04187709287221063,0.024345610258206717,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.1271300040066606,0.0497295234650208,0.05802523278053905,0.04826664924489415,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.4303768541943994,0.058089331174775306,0.3810175715892171,0.07744299711793662,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.06860191094472481,0.02851149424776914,0.056560718079915535,0.0234969845998585,4.19,5.48,0.63,79.0,0.4314634827381984,0
criticism,9,11,10.2,0.05789376989488653,0.03669755269355572,0.05789376989488653,0.03449896969603305,2.07,3.84,3.04,57.0,0.5727470277689019,1
rehabilitate,12,12,12.89,0.07153766215663887,0.031652749328594465,0.07865572006788595,0.023027388686584112,1.76,6.32,0.41,88.0,0.6080041914668474,1
