word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.1270759198805668,0.12671374796287385,0.2522717418208569,0.12355763705698121,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.24234444902970645,0.1712056362308459,0.24081704889482924,0.16766506313555424,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.14427940282387677,0.15013558965962853,0.1450464782132603,0.15298719454246668,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.05131269624276634,0.02554303971263198,0.050898015810714736,0.030954835494753155,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.03321575264947119,0.0212584630638122,0.10510162566735128,0.020139874598453445,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.22232912202916255,0.2077926022900069,0.15939143340071799,0.2464304851555505,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.2134736841120248,0.09107879042068552,0.2134736841120248,0.07739290047802806,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.0823413779574806,0.020903530746369317,0.07699936372834225,0.025652999329375665,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.17114972093600467,0.065189136320047,0.3213991693362649,0.0511545723478829,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.08349195322843055,0.0487217591604671,0.051251056104397195,0.05007783364060803,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.21036680229380214,0.11676853993653517,0.26033332325625475,0.24062306134701816,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.2949989312787087,0.08369764438426602,0.2949989312787087,0.12083903555692595,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.05631048020576562,0.026505282413616316,0.17011084076222532,0.03886051163158861,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.13573466382015245,0.063378961881401,0.024588711711097614,0.06778660574250163,2.34,7.47,7.49,30.0,0.5782089979915197,0
