word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.12775567522415315,0.07693361764741928,0.16529033453139685,0.07573045709418279,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.0458015797665598,0.08997717845880636,0.04469455384194253,0.09447021599872137,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.1247411412516794,0.24486631923159025,0.12386601274431241,0.22472448287656388,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.273483869634798,0.09214883092939406,0.11553440065775485,0.09723127329052868,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.04513890924609927,0.019500298027260436,0.037436396669274355,0.014468255843617854,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.11324447040034931,0.20393425927322256,0.03408619667113317,0.19477120627496336,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.20903485254972912,0.12280427135171741,0.20903485254972912,0.11370359939305129,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.30194159567798196,0.034193704366717904,0.1994171255181959,0.04295184189637912,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.2666785145434519,0.11339558169139285,0.293991286334007,0.07645048181815704,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.05497447544490177,0.019762231007357415,0.02615479626099885,0.018260224695730787,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.14992556562205814,0.10577806906469786,0.26392562514941004,0.19485181713540664,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.004315175013824209,0.06591548609257186,0.004315175013824209,0.09826576737614222,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.07718911549422125,0.03419452115820558,0.08258419985163468,0.049717245930525254,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.09544800440433324,0.06493769426947012,0.10878180484254689,0.055714100842695735,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.09703802358353188,0.01695378429098193,0.05303411289698211,0.02675060128669019,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.07116764165491467,0.024782500062955067,0.152175814432769,0.026699210957999313,4.19,5.48,0.63,79.0,0.4314634827381984,0
criticism,9,11,10.2,0.23529463257444283,0.03459951643552556,0.23529463257444283,0.03561141588529523,2.07,3.84,3.04,57.0,0.5727470277689019,1
rehabilitate,12,12,12.89,0.20619466386439064,0.04828998256013914,0.19170502765629913,0.036581288690523545,1.76,6.32,0.41,88.0,0.6080041914668474,1
villa,5,5,10.5,0.2761763676497201,0.12563659858541595,0.3188904391856656,0.10407406910171808,4.79,6.44,4.39,35.0,0.578129390983218,0
physique,8,6,11.89,0.10867297624597919,0.036967100190962325,0.22049643140882616,0.057256253868617595,3.65,5.74,0.65,73.0,0.5545030515528481,0
chic,4,4,9.53,0.23516451282429532,0.11766230615892892,0.05980185379151732,0.2710368481228184,2.26,6.47,2.33,26.0,0.5266587935619262,0
