word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.20391064193916883,0.08823091735344314,0.15819058206774825,0.08809615138307551,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.34162998352019963,0.10824448086149585,0.343689861216978,0.11200980134348819,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.0415649190574447,0.0859897587586197,0.041715546413548715,0.06761084630652182,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.023924514306794258,0.02737333634546753,0.03843387525749865,0.03164104655089947,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.23606802662589527,0.08301912687523917,0.2832106279373828,0.062332569460279486,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.07868632481471771,0.0883303946163214,0.0958171182445404,0.07442442509623347,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.07099569618753032,0.05691909769151836,0.07099569618753032,0.05141866438646841,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.10112005004196167,0.023094709739233044,0.1176623948529437,0.02631357449004302,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.29920363433962943,0.18070575541903042,0.10821381866778924,0.12850038847256653,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.1550205334011632,0.06849304252081431,0.17760324402378258,0.07246736283973126,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.10006556094516633,0.03134369312351936,0.05943959510334753,0.059947476874699514,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.2371279212257556,0.09375804594646743,0.2371279212257556,0.13514139832888372,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.07152122033689129,0.033603463989793594,0.11914385456166263,0.05765445625143428,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.21073100350060692,0.10385192122209183,0.09660029126151423,0.0954383884702947,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.020647861556821145,0.011480936169909231,0.039091883825105325,0.013229405461784622,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.1536407218567481,0.04483247921011759,0.1374152442714975,0.04397489826290455,4.19,5.48,0.63,79.0,0.4314634827381984,0
