word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.2424061429473237,0.12324636264355568,0.10186687745406091,0.11975467254010953,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.2852940590964834,0.12649392658705522,0.28560147811557063,0.1257351467172995,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.07916856499950499,0.13374682971587715,0.08124708848217034,0.17100351408955436,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.30617392987276354,0.09672239559825115,0.21975099649907595,0.1047109652062428,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.09018965478068335,0.03508478765507955,0.14493999945453045,0.026771131542077106,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.16464431556085998,0.17155950117534854,0.31094500880075426,0.1980863900314757,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.24477925420281899,0.13143269853199496,0.24477925420281899,0.12339887334085102,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.28237054356877106,0.03754959816239536,0.23882548191113218,0.045903642271765896,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.2749158598604866,0.09710117150782349,0.05632143474743438,0.07709487893048882,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.13733941941700756,0.07070864334522835,0.29741126790619443,0.07019695586455114,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.09094668424643983,0.09374950849046028,0.21268049081887125,0.15948367950907932,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.29868438004106146,0.08496618479959839,0.29868438004106146,0.12863654107114084,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.02028772881982546,0.01924130484644506,0.12771021590576118,0.026467868931835184,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.4510235535224651,0.1631553789487473,0.25927379195938166,0.15473026950952878,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.03904684751019089,0.03664080061624013,0.09732628092862716,0.0551760385662571,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.2356531064519601,0.05466349486273836,0.37303957954151024,0.06472908498390861,4.19,5.48,0.63,79.0,0.4314634827381984,0
criticism,9,11,10.2,0.09542071184249423,0.03152995691788709,0.09542071184249423,0.03364666639922739,2.07,3.84,3.04,57.0,0.5727470277689019,1
rehabilitate,12,12,12.89,0.13167049967291783,0.039784025561697155,0.1342278764279821,0.02693867955756046,1.76,6.32,0.41,88.0,0.6080041914668474,1
villa,5,5,10.5,0.0997241365065767,0.07750599128705508,0.2583349069128097,0.08071692705399364,4.79,6.44,4.39,35.0,0.578129390983218,0
physique,8,6,11.89,0.19183613132635358,0.07278150228652483,0.29526598151674904,0.0983429218050168,3.65,5.74,0.65,73.0,0.5545030515528481,0
chic,4,4,9.53,0.0816512228077083,0.035870039317210826,0.03758758790768066,0.057546648588173606,2.26,6.47,2.33,26.0,0.5266587935619262,0
fill,4,4,5.06,0.1852621802075729,0.11239301720178821,0.0981087549840583,0.13596517756006757,3.32,5.56,43.94,20.0,0.574288450894406,0
chorus,6,6,7.5,0.0194067739207859,0.052684276579041595,0.0194067739207859,0.06046206124569965,4.03,6.0,6.08,38.0,0.5080198378451695,0
brash,5,5,11.47,0.31687293389122845,0.1703564564576883,0.5216916101550393,0.1615304962192584,2.46,4.38,0.41,32.0,0.5740077220771089,0
insulin,7,9,11.32,0.11637366605893815,0.05697585336852072,0.19891870750592858,0.0447462165484297,4.37,4.52,2.1,55.0,0.5421315244861272,0
juggle,6,5,6.39,0.20383781749925042,0.10638068372401979,0.20751921664908396,0.10908062229431541,4.04,5.84,1.45,35.0,0.6200369958160677,0
key,3,3,3.58,0.38340508995583567,0.1518039515104008,0.29336792093058295,0.31884276139408646,4.89,6.22,86.86,24.0,0.5525353144128408,0
distrust,8,9,10.1,0.17934231505727358,0.06541553132732572,0.17934231505727358,0.062068033587028386,1.44,2.95,0.75,51.0,0.4962649606272909,1
fiddle,6,5,8.28,0.09308994545824638,0.12558931758715167,0.15519700332170536,0.11642649494761423,4.81,5.05,3.63,29.0,0.4892800058187105,0
disorder,8,8,8.78,0.14826760430774405,0.07022042840202532,0.25066730051832997,0.05855784927342859,3.1,3.76,7.14,55.0,0.5431860735380973,1
fearsome,8,6,7.78,0.1491589797780761,0.0349552322550423,0.16566760363183203,0.04584966861435797,2.0,3.32,0.76,72.0,0.5819738003015336,1
culture,7,7,9.52,0.08256503185164825,0.03906559072722523,0.10950778969887812,0.05468417217056175,2.04,6.28,13.94,43.0,0.5641972939301035,0
huge,4,5,4.9,0.29109203469898354,0.09932968359639681,0.2910920346989835,0.09742890002792852,3.54,5.72,48.37,33.0,0.4414198430965682,0
evident,7,8,12.55,0.20692474722107412,0.053189235019920796,0.2079936381716336,0.059543533201127485,2.04,5.1,1.33,51.0,0.6062641312050594,0
roomy,5,5,7.58,0.11873786885002255,0.07402301794327072,0.26521317203144623,0.07265890591020967,2.83,6.6,0.39,35.0,0.5291788022086327,1
autopsy,7,7,11.71,0.2157099393288606,0.059466868171160835,0.14086941043044152,0.0552454099797274,4.29,2.62,9.59,58.0,0.5011255898842022,0
veteran,7,8,9.9,0.3669310932142833,0.09239585540744351,0.3669310932142833,0.08891926528038015,4.58,6.86,3.75,55.0,0.6249047829421798,0
bitchy,6,5,11.44,0.03210007499106448,0.12315876131329652,0.0863512109380822,0.11545513372697398,2.32,3.11,1.25,37.0,0.4933910502774032,1
stinker,7,8,4.33,0.41940864848794235,0.0715593387356511,0.14617945156686085,0.0901129631398397,2.81,3.3,2.06,35.0,0.511709367842697,1
exorcist,8,9,12.11,0.14783643152284334,0.11724838038018501,0.14783643152284334,0.0643417932417488,3.43,3.76,0.98,50.0,0.5704366693412597,1
coaster,7,7,7.89,0.20385773364381446,0.0900370170693248,0.15871272807122963,0.09262797262711311,4.68,5.48,3.12,34.0,0.6484334685510331,1
dry,3,4,4.11,0.05743132011517635,0.049095642798084274,0.08742291439724238,0.04536084627269426,3.77,4.86,42.82,26.0,0.5072712328404584,0
smash,5,5,4.65,0.24575801854836962,0.15440956857113938,0.2456128710009223,0.16472551493609533,3.79,4.68,8.25,34.0,0.5365743934345796,0
bookkeeper,10,10,9.15,0.43860906786184933,0.09277705280184793,0.2912048729980867,0.09210866419038118,4.64,5.58,1.27,69.0,0.5762516696208706,1
gifted,6,7,7.94,0.06711951418199186,0.08785417629105179,0.08851162882037782,0.08468552704565928,1.85,6.62,4.49,37.0,0.5790540461362446,0
