word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.2719909135154126,0.13358861614527676,0.24254464092844064,0.12323623330873701,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.128825547631895,0.06983201931505136,0.12901566027734315,0.06769327964088559,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.11283001365260385,0.07358236456712074,0.11242160710940645,0.06874693231410137,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.19870671659879588,0.0743161341527775,0.19315930437127468,0.07201156178339863,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.16512799234601266,0.024003664044541222,0.08721725635643741,0.020120236415669016,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.09692474111579913,0.11025390657468212,0.1386765468144834,0.11729071407394805,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.05566264012269314,0.04307564873560512,0.05566264012269314,0.037692139514023115,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.14427902306234133,0.016064240293130066,0.11008567270282633,0.01965256336000021,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.2522042364504057,0.18912804025537205,0.4941158814506338,0.12482977609456603,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.09677594123099177,0.01863641291064214,0.037544257128157184,0.018311448573285538,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.19272313184424342,0.10688437760110259,0.1272614594226789,0.21632089016448935,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.17928115043318005,0.06701008963810182,0.17928115043318005,0.09520165091726504,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.04231341170029853,0.017457523340925356,0.057213418694395723,0.023982680181522026,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.14307867988733775,0.12157364319948083,0.11845427290361213,0.124687252559733,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.10137344073106226,0.039024037808900965,0.176180275256617,0.03983487806344078,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.17235275806950517,0.046117945372940346,0.11777254706253662,0.04917460155526363,4.19,5.48,0.63,79.0,0.4314634827381984,0
criticism,9,11,10.2,0.011461015665795302,0.03843908960323956,0.011461015665795302,0.04043145689925615,2.07,3.84,3.04,57.0,0.5727470277689019,1
rehabilitate,12,12,12.89,0.24099468578826577,0.05463999788535165,0.22718621766037025,0.03906226942611749,1.76,6.32,0.41,88.0,0.6080041914668474,1
villa,5,5,10.5,0.3101841491236964,0.10845060571044955,0.15430648667302274,0.11214915314260449,4.79,6.44,4.39,35.0,0.578129390983218,0
physique,8,6,11.89,0.1608084130155808,0.026164373846735072,0.08517211238210722,0.033837429374935835,3.65,5.74,0.65,73.0,0.5545030515528481,0
chic,4,4,9.53,0.1862439967554713,0.06559327343445645,0.1863268350768226,0.11282037401800651,2.26,6.47,2.33,26.0,0.5266587935619262,0
fill,4,4,5.06,0.2126077660105879,0.12296801235273712,0.21067334295436133,0.16135033496542178,3.32,5.56,43.94,20.0,0.574288450894406,0
chorus,6,6,7.5,0.030783952595581903,0.04346573015806055,0.030783952595581903,0.04718202198565642,4.03,6.0,6.08,38.0,0.5080198378451695,0
brash,5,5,11.47,0.12193020067620938,0.05926330871192768,0.06095296406776232,0.05812763893391584,2.46,4.38,0.41,32.0,0.5740077220771089,0
insulin,7,9,11.32,0.10477183890719205,0.021410438932480503,0.05169680919831786,0.02083228381901947,4.37,4.52,2.1,55.0,0.5421315244861272,0
juggle,6,5,6.39,0.09626648599344353,0.09208131682728954,0.2152641739601185,0.08317968742694057,4.04,5.84,1.45,35.0,0.6200369958160677,0
key,3,3,3.58,0.1815666420122113,0.08284126604633302,0.1812741951922997,0.16991341959446382,4.89,6.22,86.86,24.0,0.5525353144128408,0
