word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.1792568317572085,0.12921238549782194,0.16874727556132915,0.12321936288758926,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.02533989843425269,0.06359917143068258,0.023997920214939687,0.05355222807835025,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.14502116397326342,0.08051110258523343,0.14445030184864305,0.07917235243099428,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.04515326094094979,0.0686983613571615,0.10260331347183314,0.06880217694352511,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.15092933481242096,0.0446733467871383,0.23441572390242466,0.039913424354791054,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.1334403041010677,0.10406034571836689,0.053767233763284156,0.11811850707305523,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.05964295445554754,0.034059600527739195,0.05964295445554754,0.031052017639234666,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.1110249933412257,0.0259368915349359,0.11347987466669122,0.02971650784560526,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.33649379996225093,0.1698103560664936,0.35464576926485186,0.10753665874582269,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.10314940586575075,0.06504810587266427,0.19443482747771404,0.06278695186622174,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.21100429808352072,0.08032130719282336,0.14863148625473882,0.09491967050721328,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.25135321141432604,0.0889577749894724,0.25135321141432604,0.13944398368405939,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.1954562842508733,0.04435409087887371,0.1378177496410561,0.051937571252363014,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.10366655226814538,0.0492364322443313,0.1021342086313725,0.04609111942026137,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.5112571738483676,0.04566756569045287,0.31638128209331756,0.06046495028477632,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.29398893591496367,0.05746005032425926,0.25476738254014114,0.05915039499408397,4.19,5.48,0.63,79.0,0.4314634827381984,0
criticism,9,11,10.2,0.03575873866396007,0.028645107581707945,0.03575873866396007,0.03031580395261907,2.07,3.84,3.04,57.0,0.5727470277689019,1
rehabilitate,12,12,12.89,0.17815406957625185,0.06295180688821203,0.18307781012355004,0.045307380446517095,1.76,6.32,0.41,88.0,0.6080041914668474,1
