word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.12980021038715595,0.08347530357877905,0.21110747920539422,0.08424364260325376,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.0696918803091347,0.10944250581730981,0.06861410199583604,0.09584883921967531,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.06477064930867382,0.10823195724896069,0.06567245771899594,0.1002197146409227,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.1865509656205867,0.07093890186473789,0.12471611897588697,0.08382542570420387,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.20077165371464273,0.04614741183534164,0.10755046635033876,0.03588690898635193,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.07032440821012623,0.09766109120585878,0.049546965970591196,0.08648818314163069,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.1531288879452449,0.08117003570529639,0.1531288879452449,0.07249392924023751,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.0671711889634424,0.009746940412302514,0.035313572249038125,0.013412121186192102,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.15918694322578128,0.05672229962249875,0.17340242462131095,0.039486102149997974,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.23504601384668633,0.07974771525993628,0.17644028730752273,0.0817308098248856,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.13976995901615968,0.08802109445943586,0.0776409514621211,0.1621589618700853,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.1131513615067151,0.05577609299655298,0.1131513615067151,0.08099775823898643,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.2135083777327426,0.04118327843763348,0.12531933166050818,0.06118966054099524,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.1782574472978473,0.18357645649063284,0.23685244950915813,0.1666852832538671,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.21092323865721907,0.02203854521470024,0.034273553968621584,0.036513197656447775,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.28093083976803657,0.0684756779369312,0.3027669895379125,0.06542094129688665,4.19,5.48,0.63,79.0,0.4314634827381984,0
criticism,9,11,10.2,0.14802231155251877,0.036622814266911524,0.14802231155251877,0.0353353884690824,2.07,3.84,3.04,57.0,0.5727470277689019,1
rehabilitate,12,12,12.89,0.015407395292322544,0.029710900493282358,0.02772597466725793,0.022285360921543065,1.76,6.32,0.41,88.0,0.6080041914668474,1
villa,5,5,10.5,0.06990830853690724,0.050597624267144085,0.08468551109191255,0.04913473053156719,4.79,6.44,4.39,35.0,0.578129390983218,0
physique,8,6,11.89,0.3117478608114983,0.05653371100345533,0.2612209693355787,0.07118906228478906,3.65,5.74,0.65,73.0,0.5545030515528481,0
chic,4,4,9.53,0.23471283445158228,0.12660025960563187,0.03436216967325564,0.203548250970267,2.26,6.47,2.33,26.0,0.5266587935619262,0
fill,4,4,5.06,0.12981880861241032,0.10334568792542045,0.10763491098138206,0.10375290087587313,3.32,5.56,43.94,20.0,0.574288450894406,0
chorus,6,6,7.5,0.1635952825929226,0.07200200730946071,0.1635952825929226,0.09665231284026564,4.03,6.0,6.08,38.0,0.5080198378451695,0
brash,5,5,11.47,0.2334284567561319,0.12359864258379692,0.27432761868619343,0.1164737131639254,2.46,4.38,0.41,32.0,0.5740077220771089,0
insulin,7,9,11.32,0.15020041791117397,0.04531948594057609,0.10420845328310377,0.029943858024015963,4.37,4.52,2.1,55.0,0.5421315244861272,0
juggle,6,5,6.39,0.2181234214374867,0.11467095174923313,0.2488673315289628,0.0956124789469575,4.04,5.84,1.45,35.0,0.6200369958160677,0
key,3,3,3.58,0.23670732028436905,0.09946445832413454,0.2918875860486868,0.205673200593408,4.89,6.22,86.86,24.0,0.5525353144128408,0
distrust,8,9,10.1,0.09891882583866585,0.09067539424082721,0.09891882583866585,0.10192690157997833,1.44,2.95,0.75,51.0,0.4962649606272909,1
fiddle,6,5,8.28,0.2053369837739747,0.09034785379013861,0.1685877362789791,0.07703423466559436,4.81,5.05,3.63,29.0,0.4892800058187105,0
disorder,8,8,8.78,0.08442199374093845,0.03285966184817708,0.10268138959291805,0.028237887669387413,3.1,3.76,7.14,55.0,0.5431860735380973,1
fearsome,8,6,7.78,0.07235529135821084,0.020435698656814147,0.056701018547527605,0.027382017543737727,2.0,3.32,0.76,72.0,0.5819738003015336,1
culture,7,7,9.52,0.17459749923176468,0.05828603270778056,0.1987451521995735,0.09748774848623781,2.04,6.28,13.94,43.0,0.5641972939301035,0
huge,4,5,4.9,0.18193155291363367,0.06888694743643184,0.18193155291363364,0.06616541303316217,3.54,5.72,48.37,33.0,0.4414198430965682,0
evident,7,8,12.55,0.32862161623510533,0.08809829158999699,0.3209489141636243,0.10066461686016667,2.04,5.1,1.33,51.0,0.6062641312050594,0
roomy,5,5,7.58,0.11878574692642906,0.06602677963717411,0.22813153106888198,0.06496393720091646,2.83,6.6,0.39,35.0,0.5291788022086327,1
autopsy,7,7,11.71,0.10854976422197053,0.11648565916028983,0.331547507073131,0.10607844714029302,4.29,2.62,9.59,58.0,0.5011255898842022,0
veteran,7,8,9.9,0.07690830125532719,0.05166223965407135,0.07690830125532719,0.045810730252511214,4.58,6.86,3.75,55.0,0.6249047829421798,0
