word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
aids,4,4,8.89,0.2733936050174145,0.16020278702606494,0.18565464457121914,0.15563030587038024,3.44,1.33,1.06,21.0,0.5910520153635705,0
quiet,5,6,4.15,0.06840882225834315,0.07500151272928916,0.06710035191742633,0.0720814325991873,2.76,6.47,117.22,34.0,0.4719500646172152,0
wait,4,4,4.3,0.24058145290143976,0.13852502879914363,0.24111199646023154,0.1633423573336454,2.68,4.55,830.25,20.0,0.37328015310737894,0
stagger,7,7,9.56,0.05565001370480983,0.05547871237688883,0.07493729031117027,0.05650371987702791,3.57,3.42,0.59,37.0,0.6004748335694561,0
infatuated,10,12,12.52,0.07344063200141752,0.029366058201052057,0.164711211175238,0.026356405329123388,1.7,6.0,0.73,70.0,0.5110179694711088,0
toll,4,4,8.37,0.07040624485793766,0.06333673850047412,0.0799664241452187,0.07199438552802256,3.54,3.53,3.35,20.0,0.6860023236594046,0
spawn,5,5,11.25,0.039223432936248935,0.0459038276311385,0.039223432936248935,0.04115233613044718,3.9,4.85,1.82,33.0,0.6189142704833541,0
distinguishing,14,13,11.58,0.18508027891487538,0.04048664486596997,0.16320790466907972,0.047226760071049895,1.75,5.37,0.55,98.0,0.6156787381626185,0
extent,6,8,10.72,0.1459108235913451,0.10337657109088315,0.09339279495750624,0.06149076823186576,1.44,5.57,4.06,38.0,0.6389420232452083,1
marginal,8,7,12.0,0.06675879088546788,0.018775854846667654,0.039784682447651,0.02675831904968908,1.92,4.6,0.55,49.0,0.6831013449840914,1
buyer,5,5,6.94,0.26039139659934424,0.07622969977665868,0.14620685372127057,0.1549898704976515,4.36,5.9,5.18,38.0,0.5226679910407394,1
skillet,7,7,8.2,0.16567332557304454,0.07737553783776499,0.16567332557304454,0.11052411627571831,4.73,5.85,1.22,41.0,0.4056759209265075,0
intrigue,8,7,10.68,0.06282504516477179,0.03093907484197035,0.10059933023702759,0.03681127655705235,2.0,6.05,1.51,63.0,0.5749916473676564,0
jolly,5,5,6.594712000000001,0.2572230667170568,0.09918788207546045,0.12026485821413008,0.09827852170275081,2.34,7.47,7.49,30.0,0.5782089979915197,0
superficial,11,10,12.83,0.14657015705282342,0.017047443754271235,0.059090731243453945,0.021484500525390738,1.85,3.79,2.9,82.0,0.6116073438223385,1
sassafras,9,9,10.53,0.07456214279700255,0.02947269107997715,0.18131334705691296,0.033562503485023834,4.19,5.48,0.63,79.0,0.4314634827381984,0
criticism,9,11,10.2,0.22482354914176053,0.03377549480523007,0.22482354914176053,0.03836749982851114,2.07,3.84,3.04,57.0,0.5727470277689019,1
rehabilitate,12,12,12.89,0.08085845411648832,0.05120217696361803,0.09036921210560002,0.044638011540338376,1.76,6.32,0.41,88.0,0.6080041914668474,1
villa,5,5,10.5,0.09332477739156782,0.0915102279075129,0.11115507468344747,0.08302173086849099,4.79,6.44,4.39,35.0,0.578129390983218,0
physique,8,6,11.89,0.2546765895602905,0.05311685671374388,0.12835890533794805,0.06667998288138205,3.65,5.74,0.65,73.0,0.5545030515528481,0
chic,4,4,9.53,0.08603147145560387,0.05038727660380912,0.06529087295573185,0.10624906075680185,2.26,6.47,2.33,26.0,0.5266587935619262,0
fill,4,4,5.06,0.2179863515767561,0.20710979520231038,0.11854745052875205,0.20680912541106644,3.32,5.56,43.94,20.0,0.574288450894406,0
chorus,6,6,7.5,0.1845777671461188,0.037803237425075215,0.1845777671461188,0.04448807385468045,4.03,6.0,6.08,38.0,0.5080198378451695,0
brash,5,5,11.47,0.17414100362685572,0.054384828025881966,0.20369943194169612,0.0577727911047651,2.46,4.38,0.41,32.0,0.5740077220771089,0
insulin,7,9,11.32,0.21474107055145306,0.05152823636181114,0.10362792187541674,0.04861323452146132,4.37,4.52,2.1,55.0,0.5421315244861272,0
juggle,6,5,6.39,0.16061290504366282,0.08865249872882022,0.12281079382648484,0.0700028591396433,4.04,5.84,1.45,35.0,0.6200369958160677,0
key,3,3,3.58,0.29323533366867294,0.1409584572041915,0.3846400935972451,0.2678869182951511,4.89,6.22,86.86,24.0,0.5525353144128408,0
